question,answer
Peut-on être licencié pendant un congé parental ?,"Vérifié le 08 avril 2022 - Direction de l'information légale et administrative (Premier ministre) Oui, un salarié peut être licencié pendant ou à la fin de son congé parental (pris à temps plein ou à temps partiel). Toutefois, le licenciement doit être justifié par un motif sans rapport avec le congé parental (motif économique ou faute grave, par exemple). L'employeur doit alors respecter les règles habituelles de licenciement : licenciement pour motif personnel ou licenciement économique. Le salarié licencié durant son congé parental conserve ses droits aux prestations de la sécurité sociale. Il perçoit ses indemnités pour maladie, maternité, invalidité (et décès pour l'ayant droitCelui qui bénéficie d'un droit par le biais d'un parent ou d'un proche) jusqu'à la fin de son indemnisation par France Travail (anciennement Pôle emploi). Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Salarié en arrêt maladie à la fin du congé parental d'éducation : quelles sont les règles ?,"Vérifié le 08 juin 2023 - Direction de l'information légale et administrative (Premier ministre) Pouvez-vous être indemnisé à la fin de votre congé parental d'éducation à temps plein ou à temps partiel si vous êtes en arrêt pour cause de maladie ? Pouvez-vous bénéficier de droits aux remboursements des frais de santé en cas de maladie à la fin de votre congé parental d'éducation ? Nous vous expliquons les règles. 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
L'absence du salarié est-elle prise en compte pour le calcul de ses congés ?,"Vérifié le 23 octobre 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, certaines périodes d'absence vous permettent tout de même d'acquérir des congés payés si ces absences sont assimilées à du temps de travail effectifTemps pendant lequel un salarié ou un agent public est à la disposition de l'employeur ou de l'administration et se conforme à ses directives sans pouvoir vaquer librement à ses occupations personnelles. Dès lors, ces périodes d'absence sont prises en compte dans le calcul du nombre de jours de vos congés payés. À l'inverse, si vos périodes d'absence ne sont pas considérées comme du temps de travail effectif, le nombre de jours de congés acquis peut être diminué en fonction du nombre de jours d'absence. Périodes assimilées Périodes non assimilées Sauf dispositions conventionnellesConvention collective, accord collectif, accord de branche, d'entreprise ou d'établissement applicables en droit du travail. Elles fixent les obligations et les droits de l'employeur et du salarié. plus favorables, les périodes non prises en compte sont notamment les suivantes : Vous avez droit à un congé de 2,5 jours ouvrablesCorrespond à tous les jours de la semaine, à l'exception du jour de repos hebdomadaire (généralement le dimanche) et des jours fériés habituellement non travaillés dans l'entrepriseCorrespond à tous les jours de la semaine, à l'exception du jour de repos hebdomadaire (généralement le dimanche) et des jours fériés habituellement non travaillés dans l'entreprise par mois de travail effectif (soit 30 jours ouvrables de congés annuels) À noter   vous pouvez bénéficier, selon votre situation personnelle, de jours supplémentaires de congés payés. Toute période équivalente à 4 semaines ou 24 jours est assimilée à un mois de travail effectif. Pour acquérir l'ensemble des jours de congés annuels, il ne vous est pas nécessaire de justifier d'une année complète de travail. Vous devez cependant justifier de 48 semaines de travail effectif (absences assimilées incluses) durant la période dite de Intervalle durant lequel le salarié doit avoir accompli un temps minimum de travail. Le point de départ de la période prise en compte pour le calcul du droit au congé est fixé au 1er juin de chaque année.référenceIntervalle durant lequel le salarié doit avoir accompli un temps minimum de travail. Le point de départ de la période prise en compte pour le calcul du droit au congé est fixé au 1er juin de chaque année. pour bénéficier des 30 jours ouvrables. Si vous êtes absent durant la période de référence, le décompte de vos congés payés s'effectue de la manière suivante et selon la règle qui vous est la plus favorable : Votre employeur doit alors calculer le décompte de vos congés payés selon la période qui vous est la plus favorable, soit mensuelle, soit hebdomadaire, soit journalière. Lorsque le nombre de jours ouvrables acquis n'est pas un nombre entier, la durée de votre congé est portée au nombre entier immédiatement supérieur. Exemple : Vous avez acquis 26,5 jours de congés payés. Vos jours de congés sont arrondis à 27 jours. À noter   La période d'absence non assimilée à du temps de travail effectif ne peut pas entraîner une réduction des droits à congés plus importante que la durée de la période d'absence. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Un salarié peut-il reporter ses jours de congés non pris sur l'année suivante ? Un employeur peut-il refuser des congés demandés par le salarié ? Un salarié peut-il acquérir des congés payés pendant un arrêt maladie ?"
Peut-on prendre directement des congés après un arrêt maladie ?,"Vérifié le 10 août 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, vous pouvez prendre vos congés directement à la suite d'une période de maladie. Vous n'avez pas à reprendre votre activité professionnelle une journée à la fin de votre arrêt de travail pour partir en congés. Cependant, vous devez respecter les dates de départ en congé fixées par votre employeur avant votre arrêt de travail. Exemple : si votre arrêt de travail prend fin le jour précédent la date prévue de votre départ en congés, vous pouvez alors prendre directement vos congés. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Comment bénéficier du billet de congé annuel de la SNCF à tarif réduit ?,Vérifié le 27 juillet 2023 - Direction de l'information légale et administrative (Premier ministre) Qu'est-ce que le billet de congé annuel de la SNCF ? Qui peut en bénéficier ? Comment en faire la demande ? Nous vous expliquons comment fonctionne le dispositif. Demander un billet congé annuel SNCF Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?
Avez-vous le droit à des congés payés pendant votre CDD ?,"Vérifié le 10 août 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, en tant que salarié en CDD : CDD : Contrat à durée déterminée, vous bénéficiez des mêmes droits aux congés payés qu'un salarié en CDI : CDI : Contrat de travail à durée indéterminée . Nous vous expliquons la réglementation en cours. Vous prenez vos congés payés dans les mêmes conditions qu'un salarié en CDI : CDI : Contrat de travail à durée indéterminée. Vous avez droit à 2,5 jours ouvrablesCorrespond à tous les jours de la semaine, à l'exception du jour de repos hebdomadaire (généralement le dimanche) et des jours fériés habituellement non travaillés dans l'entreprise par mois de travail effectifTemps pendant lequel un salarié ou un agent public est à la disposition de l'employeur ou de l'administration et se conforme à ses directives sans pouvoir vaquer librement à ses occupations personnelles chez le même employeur. Cela correspond à 30 jours ouvrables (5 semaines) pour une année complète de travail. Il n'existe donc pas de condition de durée minimale du CDD : CDD : Contrat à durée déterminée pour pouvoir bénéficier de congés payés. Si vous n'avez pas effectué un mois de travail complet, le calcul de vos congés payés est réalisé en proportion du nombre de jours travaillés dans le mois. Exemple : Vous avez travaillé 12 jours dans le mois, sur un rythme de travail de 35 heures par semaine, à raison de 7 heures par jour (du lundi au vendredi). À la fin du mois, vous avez acquis : 2,5 jours ouvrables x (12 jours / 30 jours), soit 1 jour de congé payé. Si vous ne pouvez pas prendre tous vos congés avant la fin de votre CDD, vous bénéficiez alors d'une indemnité compensatrice de congés payés. Le montant de l'indemnité est calculé en fonction de la durée effective de votre CDD. Il est au moins égal à 10 % de votre rémunération totale brute perçue. L'indemnité vous est versée à la fin de votre contrat de travail sauf si votre CDD se poursuit par un CDI. À noter   Si votre CDD se poursuit par un CDI, vous ne perdez pas les jours de congés payés acquis non pris durant votre CDD. Vous pouvez prendre ces congés ultérieurement durant votre CDI. Fermeture de l'entreprise pour congés annuels : le salarié est-il indemnisé ?"
Comment est calculée l'indemnité de congés payés du salarié ?,"Vérifié le 31 juillet 2023 - Direction de l'information légale et administrative (Premier ministre) Pendant vos congés, vous ne percevez pas votre salaire. Vous percevez toutefois une indemnité de congés payés. Tous les éléments de votre rémunération brute n'entrent pas en compte dans le calcul de votre indemnité de congés payés. Somme Prise en compte Salaire de base Oui Majoration de salaire (heures supplémentaires, travail de nuit, etc.) Oui Salaire reconstitué pendant des périodes assimilées à du travail effectifTemps pendant lequel un salarié ou un agent public est à la disposition de l'employeur ou de l'administration et se conforme à ses directives sans pouvoir vaquer librement à ses occupations personnelles (congé maternité, congé de paternité et d'accueil de l'enfant ou arrêt de travail pour accident de travail ou maladie professionnelle par exemple) Oui Indemnité de congés payés de l'année précédente Oui Prime d'ancienneté (si elle n'est pas versée pour l'année, périodes de travail et de congés confondues) Oui Prime d'assiduité versée mensuellement Oui Prime d'astreinte Oui Commissions pour les commerciaux Oui Prime d'expatriation Oui Avantages en nature Oui Prime de fin d'année Non Prime d'intéressement Non Prime de bilan Non Prime de participation Non Frais professionnels Non 13e mois (si la somme n'est pas versée pour l'année, périodes de travail et de congés confondues) Oui Activité partielle Oui Contrepartie financière au titre de l'obligation de non-concurrence Oui Indemnités de fin de contrat (dite prime de précarité) à durée déterminée Oui Indemnités de fin de mission de contrat d'intérim Oui Votre indemnité de congés payés est calculée par comparaison entre 2 modes de calcul : C'est le montant le plus avantageux qui vous est versé. Pour effectuer ce calcul, votre employeur peut tenir compte : Exemple : Vous avez perçu un salaire de 21 840 € brut au cours de votre période de référence prise en compte pour le calcul de vos indemnités (soit 1 820 € par mois) et vous prenez 2 semaines de congés payés. Les 2 méthodes de calcul sont les suivantes : Méthode du maintien de salaire Méthode du 1/10e En tenant compte de l'horaire réel du mois (7 heures par jour) au cours d'un mois qui comporte 21 jours ouvrés, le nombre réel d'heures travaillées dans le mois est fixé à 147 heures (21 x 7) et le nombre d'heures non travaillées en raison des congés payés à 70 heures (10 x 7). Le calcul est le suivant : 1 820 x (7x10) / (7x21) = 866,66 € Le calcul du 1/10e de la rémunération brute est effectué ainsi : (21 840/10) = 2 184 € pour un congé d'une durée de 30 jours ouvrables (ou 25 jours ouvrés). Pour une fraction de 2 semaines de congés, le calcul est le suivant : Vous percevez alors le montant le plus favorable, soit 873,60 € pour vos 2 semaines de congés payés. À savoir   L'indemnité de congés payés est versée à la date habituelle de paiement de votre salaire. Les dates de vos congés payés et le montant de l'indemnité de congés payés correspondante doivent figurer sur votre fiche de paie. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Jour férié pendant les congés d'un salarié : quelles sont les règles ?,"Vérifié le 14 février 2024 - Direction de l'information légale et administrative (Premier ministre) La prise en compte d'un jour férié dans le décompte des congés payés dépend de l'ouverture de l'entreprise ce jour-là. Le décompte d'un jour férié pendant les congés du salarié est effectué de la façon suivante, selon que le jour férié est habituellement chôméJour non travaillé ou travaillé dans l'entreprise : Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Un salarié peut-il s'absenter pour participer à une campagne électorale ?,Vérifié le 25 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Un salarié a le droit de s'absenter pour participer à une campagne électorale s'il est lui-même candidat à un mandat parlementaire ou local. Nous vous présentons la réglementation en vigueur. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quels sont les droits d'un salarié élu local qui continue de travailler ?
Un employeur peut-il s'opposer à ce qu'un salarié soit juré d'assises ?,"Vérifié le 25 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) Non. L'employeur ne peut pas interdire au salarié d'assister à un juré d'assises. Il s'agit d'une obligation citoyenne qui s'impose à l'employeur. L'accord de l'employeur n'est pas donc nécessaire. Le salarié doit toutefois prévenir son employeur de son absence en lui remettant une copie de la convocation dès qu'il l'a reçue. L'employeur ne peut pas sanctionner le salarié en raison de son absence pour exercer une fonction de juré (qu'il s'agisse d'une sanction disciplinaire, d'un licenciement, ou de mesures discriminatoires). Pendant son absence, le contrat de travail du salarié est suspenduSituation durant laquelle le paiement du salaire par l'employeur et l'exécution d'un travail par le salarié cessent temporairement (par exemple : exercice du droit de grève, fonction de juré d'assise, maladie ou accident du travail, congé de maternité, de paternité, d'adoption ou parental, congé sabbatique, fermeture temporaire de l'entreprise , mise à pied). Il ne perçoit alors aucune rémunération de la part de son employeur. Toutefois, le salarié a droit à une indemnisation pour perte de revenus professionnels (sur demande et sur justification auprès du tribunal d'assises). Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Qu'est-ce qu'un contrat de chantier ou d'opération ?,Vérifié le 26 février 2024 - Direction de l'information légale et administrative (Premier ministre) Un contrat de chantier ou d'opération est un CDI dont la durée et la fin sont toutefois incertaines. Ce type de contrat de travail peut être conclu dans certains secteurs d'activité. Nous vous présentons les informations à connaître. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?
Surface de plancher d'une construction : quelles sont les règles de calcul ?,"Vérifié le 08 juillet 2022 - Direction de l'information légale et administrative (Premier ministre) La surface de plancher Unité de calcul des surfaces des constructions servant à la délivrance des autorisations d'urbanismede la construction correspond à la somme des surfaces closes et couvertes, sous une hauteur de plafond supérieure à 1,80 m, calculée à partir du nu intérieur des façades du bâtiment. La surface de plancher se calcule différemment entre la maison et l'immeuble collectif dans les déductions à réaliser. La surface de plancher permet de déterminer le type d'autorisation d'urbanismeDocument délivré par une autorité administrative pour valider qu'un projet soit bien conforme aux règles d'urbanisme en vigueur ( permis de construire par exemple). exigé pour votre projet. Au-delà d'une certaine surface de plancher, il est nécessaire de recourir à l'architecte. L'emprise au solProjection verticale du volume de la construction, tous débords et surplombs inclus. Toutefois, les ornements (exemple : marquises) sont exclus, ainsi que les débords de toiture lorsqu'ils ne sont pas soutenus par des poteaux ou des encorbellements. est aussi prise en compte pour connaître le type de demande. En fonction de la destination des constructions (agricole, serres de production), l'emprise au sol est aussi déterminante pour le recours à l'architecte. Attention   la surface de plancher ne doit pas être confondue avec la surface privative des appartements de la loi Carrez. Celle-ci définit la superficie de la partie privative du lot ou de la fraction de lot lors de la vente ou de l'achat de votre bien en copropriété. La surface de plancher correspond à la somme des surfaces de tous les niveaux construits, clos et couvert, dont la hauteur sous plafond est supérieure à 1,80 m, calculé à partir du nu intérieur (mesuré à partir des plinthes). La surface de plancher s'obtient après déduction des surfaces suivantes : Vous devez déduire également l'épaisseur des matériaux isolants. 
                        Ouvrir l’image dans une nouvelle fenêtre
                         Pour vous aider à calculer la surface de plancher de votre construction, vous pouvez vous servir d'une méthode de calcul. Méthode de calcul de la surface de plancher À savoir   Dans ce formulaire, il est fait référence à la surface taxableSomme des surfaces de plancher de chaque niveau après déduction des surfaces correspondant à l'épaisseur des murs entourant les embrasures des portes et fenêtres donnant sur l'extérieur, des vides et des trémies afférentes aux escaliers et ascenseurs et des surfaces de plancher sous une hauteur de plafond inférieure ou égale à 1,80 mètre, c'est-à-dire la surface correspondant à la taxe d'aménagement. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Dans quel cas doit-on recourir à un architecte ? Voir toutes les situations "
Dans quel cas doit-on recourir à un architecte ?,"Vérifié le 29 octobre 2021 - Direction de l'information légale et administrative (Premier ministre) En règle générale, le recours à l'architecte est obligatoire pour élaborer les plans du dossier de votre permis de construire. Cependant, dans certains cas, vous pouvez en être dispensé. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas À savoir   Vous n'êtes pas obligé de recourir aux services d'un architecte pour les projets soumis à déclaration préalable de travaux. Il est possible d'obtenir gratuitement des conseils auprès des services suivants : Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Surface de plancher d'une construction : quelles sont les règles de calcul ? Comment transformer un bureau ou un commerce en logement ?"
Quel contrat passer avec une entreprise pour des travaux dans le logement ?,"Vérifié le 28 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Si vous faites appel à un entrepreneur pour réaliser des travaux dans votre logement (rénovation, dépannage, entretien, réparation...), il pourra vous proposer d’établir un devis ou un contrat. Nous faisons le point sur la réglementation. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Dans quels cas saisir la direction générale de la concurrence, de la consommation et de la répression des fraudes (DGCCRF) ? Rénovation : dans quels cas doit-on entreprendre des travaux d'isolation thermique ? Voir toutes les situations "
Comment transformer un bureau ou un commerce en logement ?,"Vérifié le 04 avril 2023 - Direction de l'information légale et administrative (Premier ministre) Vous envisagez de transformer un bureau ou un commerce en logement. Vous vous interrogez sur les démarches à effectuer. Devez-vous contacter les services de l'urbanisme et du cadastre ? Si votre local est en copropriété, avez-vous des démarches à faire ? Nous faisons le point sur la réglementation. Attention   Si vous avez l'intention de louer le futur logement, vous devez respecter les caractéristiques de décence. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Qu'est-ce que le changement de destination d'un bâtiment ? Peut-on louer un logement dans une cave, dans un sous-sol ou dans les combles ? Peut-on transformer un logement en local professionnel ?"
"Peut-on louer un logement dans une cave, dans un sous-sol ou dans les combles ?",Vérifié le 06 octobre 2023 - Direction de l'information légale et administrative (Premier ministre) Vous voulez louer votre sous-sol ou vos combles ? Les locaux doivent remplir certaines conditions pour être habitables. Ils doivent respecter les caractéristiques de décence. Nous faisons le point sur le sujet. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que risque le propriétaire d'un logement insalubre ou en état de péril ? Voir toutes les situations 
Doit-on obtenir une autorisation d'urbanisme pour creuser une cave ?,"Vérifié le 24 février 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, vous devez obtenir une autorisation si la cave a une hauteur sous plafond supérieure à 1,80 mètre. La cave peut être une extension de votre maison ou être enterrée sous un terrain. Selon sa surface, vous devez faire une déclaration préalable de travaux ou demander un permis de construire en mairie. Toutefois, dans certaines situations, vous n'avez pas besoin d'autorisation. Nous vous présentons les règles à connaître. La construction d'une cave de plus d'1,80 mètre sous plafond augmente la surface de plancher Unité de calcul des surfaces des constructions servant à la délivrance des autorisations d'urbanismedu bâtiment existant. Les demandes d'autorisation sont différentes selon la surface de la cave et la zone où se situe votre projet. Dans un premier temps, vous devez vous renseigner auprès de votre mairie pour savoir si votre projet se situe dans un secteur protégé. Les sites protégés sont les sites patrimoniaux remarquablesVilles, villages ou quartiers dont la conservation, la restauration, la réhabilitation ou la mise en valeur présente, au point de vue historique, architectural, archéologique, artistique ou paysager, un intérêt public, les abords des monuments historiques, les sites classés ou en instance de classementSite et monument naturels dont la conservation ou la préservation présente un intérêt général au point de vue artistique, historique, scientifique, légendaire ou pittoresque, les réserves naturelles, le cœur des parcs nationaux ou un futur parc national. 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Qui peut déposer une demande d'autorisation d'urbanisme (permis de construire, déclaration préalable...) ? Urbanisme : quelle est la durée de validité d'une autorisation ?"
Quelles démarches effectuer pour construire un puits dans son jardin ?,"Vérifié le 11 avril 2022 - Direction de l'information légale et administrative (Premier ministre) Un ouvrage de prélèvement d'eau souterraine à usage domestique (puits et forage) doit obligatoirement être déclaré en mairie au moins 1 mois avant le début des travaux. Vous devez remplir un formulaire de déclaration d'ouvrage. Déclaration d'ouvrage : prélèvements, puits et forages à usage domestique Vous devez joindre un extrait du cadastre (ou d'un plan de localisation de l'ouvrage à l'échelle du 1/25000). Il peut être obtenu en ligne : Recherche, consultation et commande de feuilles du plan cadastral L'ensemble des documents doit être envoyé à la mairie par lettre recommandée avec avis de réception. Avant de commencer vos travaux, vous devez obligatoirement déclarer votre projet auprès des exploitants de réseaux souterrains, par le biais d'un téléservice : Téléservice Réseaux et canalisations Si vous avez l'intention de construire un puits de plus de 10 mètres de profondeur, vous devez également déposer une déclaration préalable auprès de la direction régionale de l'environnement, de l'aménagement et du logement (Dreal). La déclaration doit être déposée au moins 1 mois avant le début des travaux. Votre Dreal vous renseignera sur le formulaire à compléter. Après la construction du puits, un laboratoire agréé doit réaliser une analyse de l'eau destinée à la consommation humaine. Au plus tard 1 mois après la fin des travaux, vous devez déclarer les travaux réalisés et joindre le résultat des analyses de l'eau de votre puits sur le formulaire initial de déclaration d'ouvrage. Cette déclaration est envoyée par lettre recommandée avec avis de réception à la mairie. Pour prévenir les risques de pollution de l'eau, un agent du service d'eau potable peut accéder à votre propriété et procéder au contrôle de votre puits sur la base des informations figurant dans la déclaration d'ouvrage. Seuls les abonnés du service d'eau peuvent être contrôlés . Le service veille à faire respecter les mesures de salubrité de l'eau de votre puits pour un usage domestique. En l'absence de mise en œuvre de ces mesures, le service peut procéder à la fermeture du branchement d'eau. Voir toutes les situations "
Comment obtenir un arrêté d'alignement individuel ?,"Vérifié le 14 septembre 2023 - Direction de l'information légale et administrative (Premier ministre) Si vous êtes propriétaire et que vous envisagez de faire des travaux en bordure de la voie publique, vous devez connaître la limite entre la voie publique et votre propriété (terrain, jardin...). Pour ce faire, vous devez demander un arrêté d'alignement individuel. C'est un acte établi par l'autorité administrative en charge de la gestion de la voirie publique. 
      La démarche par étapes
     Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelles sont les règles de hauteur et de distance pour un mur de clôture ? Quelles sont les règles pour construire une clôture ? Voir toutes les situations "
Quelle est la hauteur réglementaire d'un garde-corps ou d'une barre d'appui ?,"Vérifié le 21 novembre 2023 - Direction de l'information légale et administrative (Premier ministre) Pour éviter une chute, vous devez installer une protection devant une fenêtre, une terrasse, une loggiaPlate-forme accessible, en retrait d'une façade, et bordée d'un garde-corps., une galeriePlate-forme servant à la circulation (couloir) bordée d'une barrière pour éviter les chutes (garde-corps) sur 1 ou 2 côtés. ou un balcon Plate-forme accessible, en débord d'une façade, et entourée d'un garde-corpssitués en étage d'un bâtiment d'habitation. Ce dispositif de sécurité peut être un garde-corpsBarrière installée au bord d'une plate-forme en hauteur. Son rôle est de protéger, par sa dimension et sa résistance, les personnes contre les risques de chute dans le vide lors de leur passage. Par exemple : une balustrade composée de piliers verticaux (balustres) posés à intervals rapprochés et reliés à une rampe horizontale (main-courante) ou une barre d'appui devant une fenêtre. Il doit avoir une hauteur réglementaire minimale. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelles sont les règles pour construire une clôture ? Voir toutes les situations "
Faut-il une autorisation d'urbanisme pour installer un abri de jardin ?,"Vérifié le 16 mars 2023 - Direction de l'information légale et administrative (Premier ministre) Pour construire un abri de jardin, une autorisation d'urbanisme peut être nécessaire en fonction de sa surface. Vous devez vérifier si votre terrain est situé dans un secteur protégé. Il s'agit des abords des monuments historiques, des sites classés ou en instance de classementSite et monument naturels dont la conservation ou la préservation présente un intérêt général au point de vue artistique, historique, scientifique, légendaire ou pittoresque, des réserves naturelles, du cœur des parcs nationaux ou d'un futur parc national. Dans ces secteurs les règles d'urbanisme sont plus contraignantes. Vous pouvez obtenir ces informations auprès de votre mairie. À noter   les abris de jardin de plus de 5 m² sont soumis à la taxe d'aménagement. Les abris de moins de 20 m² peuvent faire l'objet, en tout ou partie, d'une exonération décidée en conseil municipal. Le choix de l'autorisation d'urbanisme dépend de la surface de votre construction. 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Surface de plancher d'une construction : quelles sont les règles de calcul ? Voir toutes les situations "
Quelles sont les règles pour construire une clôture ?,"Vérifié le 30 octobre 2023 - Direction de l'information légale et administrative (Premier ministre) Vous souhaitez construire une clôture autour de votre propriété : une grille, une palissade, une barrière, une porte de clôture, un mur, une haie ou tout autre élément permettant de fermer un terrain ? Nous vous présentons les informations à connaître. Selon le type de clôture et son lieu d'implantation, vous devez appliquer une ou plusieurs de ces réglementations : Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelles sont les règles de hauteur et de distance pour un mur de clôture ?"
Quelles aides financières peut-on toucher pour faire des travaux dans son logement ?,"Vérifié le 19 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Des aides financières peuvent être versées pour la réalisation de travaux dans votre logement. Elles s'adressent, selon les cas, aux propriétaires occupants, propriétaires bailleurs, locataires. Un simulateur présente les différentes aides financières dont vous pouvez bénéficier : Rechercher les aides pour la rénovation de l'habitat Pour définir les travaux les plus utiles et les plus rentables pour votre logement, il est recommandé de faire appel à un conseiller spécialisé en rénovation de l'habitat : ""Numéro d'urgence:""Conseillers spécialisés en travaux de rénovation de l'habitat (France Rénov')Conseillers spécialisés en travaux de rénovation de l'habitat (France Rénov') Permet de se faire accompagner gratuitement dans ses travaux de rénovation par des conseillers spécialisés de France Rénov' Par téléphone 0 808 800 700 Ouvert du lundi au vendredi de 9h à 18h. Vous devez avoir votre dernier avis d'imposition. Service gratuit + coût d'un appel Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Rénovation énergétique : comment cumuler l'éco-PTZ avec MaPrimeRénov' ?"
Peut-on forcer un propriétaire à insonoriser son logement ?,"Vérifié le 07 juillet 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, il est possible d'obliger un propriétaire à insonoriser son logement sous certaines conditions. Dans la cadre d'un logement en copropriété, le copropriétaire qui a détérioré l'isolation phonique de son logement peut engager sa responsabilité vis-à-vis des autres copropriétaires si cela cause un trouble anormal de voisinage. C'est le cas, par exemple, en présence de nuisances dues à un changement de revêtement de sol (remplacement de la moquette par du carrelage) si ce changement ne respecte pas une clause prévue par le  règlement de copropriété ou dégrade fortement les caractéristiques acoustiques de l'immeuble (notamment au regard des normes réglementaires). Dans ce cas, le copropriétaire peut être contraint de retirer le carrelage pour un matériaux moins sonore ou réaliser des travaux d'insonorisation. Si c'est le locataire qui a décidé de changer le revêtement de sol, c'est lui (et non le propriétaire) qui engage sa responsabilité et doit remettre le logement dans son état initial. À noter   Un locataire qui subit des nuisances du fait d'un voisinage trop bruyant ne peut pas demander à son propriétaire de faire insonoriser le logement qu'il loue. L'insonorisation ne figure pas parmi les critères de décence que le propriétaire doit respecter lorsqu'il loue un logement. Le propriétaire est-il responsable des nuisances causées par son locataire ?"
"Que faire en cas d'attroupement dans son immeuble (par exemple, hall, cage d'escalier) ?","Vérifié le 18 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Un attroupement est l'occupation des parties communesParties de bâtiments (couloirs, chaudière, canalisation, garde-corps...) et des terrains (jardins, parcs...) affectés à l'usage ou à l'utilité de tous les copropriétaires d'un immeuble par des personnes qui empêchent volontairement la circulation des occupants ou le bon fonctionnement des dispositifs de sécurité, sûreté ou nuisent à la tranquillité des lieux. Il peut s'agir, par exemple, de l'occupation d'un hall d'immeuble, d'une cage d'escalier, du toit, du blocages des portes. En cas d'attroupement, vous devez le signaler au gardien (ou concierge). Il le signalera au propriétaire de l'immeuble ou au bailleur social s'il s'agit d'un immeuble du parc social. Si vous êtes locataire d'un immeuble en copropriété, vous devez le signaler à votre propriétaire. Il contactera lesyndic de copropriété. Le propriétaire de l'immeuble ou le bailleur social ou le syndic de copropriété peut ensuite prévenir la police, la gendarmerie ou la police municipale. Les personnes coupables d'attroupement risquent l'une des sanctions suivantes : Les personnes coupables d'attroupement peuvent aussi avoir une peine complémentaire de travail d'intérêt général. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Que faire en cas d'utilisation abusive d'un barbecue par un voisin ?,"Vérifié le 26 juin 2023 - Direction de l'information légale et administrative (Premier ministre) Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Que faire en présence d'un terrain non entretenu (en friche ou avec gravats) ?,"Vérifié le 12 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Un propriétaire est obligé d'entretenir son terrain. Si le terrain voisin du vôtre n'est pas entretenu, des recours existent. Les démarches à entreprendre diffèrent selon que vous connaissez ou non le propriétaire du terrain. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Dans quel cas le débroussaillage est-il obligatoire ? Voir toutes les situations "
